"","identifier","chromosome_name","start_position","end_position","strand","ensembl_gene_id","hgnc_symbol"
"721","loop_776","5",160438594,160600965,1,"ENSG00000253522, ENSG00000300280, ENSG00000118322, ENSG00000253687, ENSG00000254391","MIR3142HG,  ATP10B"
"722","loop_777","4",119494397,119628804,-1,"ENSG00000138735, ENSG00000306632, ENSG00000286241, ENSG00000300267, ENSG00000250772, ENSG00000298305, ENSG00000250392, ENSG00000250183, ENSG00000200553, ENSG00000296649, ENSG00000253825","PDE5A,  LINC01365, LINC02502"
"723","loop_779","3",67225464,67225527,1,"ENSG00000283298, ENSG00000298551, ENSG00000241884, ENSG00000172340, ENSG00000242510, ENSG00000241316, ENSG00000298567, ENSG00000298488, ENSG00000307977, ENSG00000183662, ENSG00000309484, ENSG00000214552, ENSG00000240568, ENSG00000286967, ENSG00000244640, ENSG00000241506, ENSG00000163377","MIR4272,  SUCLG2, NDUFB4P1, SUCLG2-DT, TAFA1, COPS8P2, LCORLP1, RPLP0P8, PSMC1P1, TAFA4"
"724","loop_78","15",57375967,57550717,1,"ENSG00000128849, ENSG00000252984, ENSG00000261489, ENSG00000261265","CGNL1, RNU6-844P"
"725","loop_780","3",141738249,141747560,1,"ENSG00000114125, ENSG00000285558, ENSG00000297298, ENSG00000114124, ENSG00000286822, ENSG00000228398, ENSG00000069849, ENSG00000200389","RNF7,  GRK7, HMGN2P25, ATP1B3, RNU6-509P"
"726","loop_781","1",38031125,38119530,1,"ENSG00000224592, ENSG00000303194, ENSG00000185668, ENSG00000303176, ENSG00000223589, ENSG00000265596, ENSG00000284623, ENSG00000286552, ENSG00000287987, ENSG00000237290, ENSG00000293709, ENSG00000301425, ENSG00000301495, ENSG00000275350, ENSG00000200796, ENSG00000301471, ENSG00000301451, ENSG00000238063, ENSG00000306827, ENSG00000299856, ENSG00000309399, ENSG00000309413, ENSG00000308042, ENSG00000295881, ENSG00000307557, ENSG00000215895, ENSG00000284632","MIR3659HG,  POU3F1, MIR3659, LINC02786, LINC01343, RNU6-753P, LINC01685, HSPA5P1"
"727","loop_782","X",10156975,10237660,1,"ENSG00000073464, ENSG00000227042, ENSG00000101871, ENSG00000291314, ENSG00000207202","CLCN4,  MID1, RNU6-800P"
"728","loop_783","X",115424064,115425600,-1,"ENSG00000274374, ENSG00000271021, ENSG00000271826, ENSG00000252441, ENSG00000301333, ENSG00000302774, ENSG00000302967, ENSG00000302988, ENSG00000306932","TUBAP6,  PLS3-AS1"
"729","loop_785","18",67506587,67516720,-1,"ENSG00000171451, ENSG00000265533, ENSG00000264040, ENSG00000301837, ENSG00000263594, ENSG00000265472, ENSG00000300357, ENSG00000264104, ENSG00000265555, ENSG00000265240","DSEL, DSEL-AS1,  FAM32DP, LINC01903"
"730","loop_786","11",121674261,121928976,1,"ENSG00000286044, ENSG00000301050, ENSG00000299723, ENSG00000305853, ENSG00000286023, ENSG00000252556, ENSG00000286497, ENSG00000255248, ENSG00000207971, ENSG00000301769, ENSG00000259571, ENSG00000198975, ENSG00000207994, ENSG00000301814, ENSG00000301719, ENSG00000255219, ENSG00000301744, ENSG00000252776, ENSG00000253035, ENSG00000298282","RNU6-256P, MIR100HG, MIR125B1, BLID, MIRLET7A2, MIR100, RNU4ATAC10P, RNU4ATAC5P"
"731","loop_788","6",160121815,160158718,1,"ENSG00000175003, ENSG00000301636, ENSG00000216516, ENSG00000304281, ENSG00000112499, ENSG00000294112, ENSG00000230234, ENSG00000146477, ENSG00000287656, ENSG00000213071","SLC22A1,  SLC22A2, SLC22A3, LPAL2"
"732","loop_790","3",111674676,111846447,1,"ENSG00000240891, ENSG00000144824, ENSG00000286492, ENSG00000301715","PLCXD2, PHLDB2"
"733","loop_792","18",53947296,53959138,1,"ENSG00000293986",""
"734","loop_793","17",2755705,3037741,1,"ENSG00000132359, ENSG00000308161, ENSG00000262884","RAP1GAP2"
"735","loop_794","14",66507407,67181803,1,"ENSG00000171723, ENSG00000258796, ENSG00000289208, ENSG00000258490, ENSG00000307479","GPHN"
"736","loop_796","14",75902136,76084585,1,"ENSG00000119650, ENSG00000283629, ENSG00000089916, ENSG00000258402, ENSG00000258454, ENSG00000280078, ENSG00000119715","IFT43,  GPATCH2L, ESRRB"
"737","loop_797","8",63363393,63457228,1,"ENSG00000297397, ENSG00000253205, ENSG00000215096, ENSG00000253894, ENSG00000307070, ENSG00000253583, ENSG00000307384, ENSG00000304212, ENSG00000252358, ENSG00000303306, ENSG00000287844, ENSG00000253554, ENSG00000303289, ENSG00000253734, ENSG00000294905, ENSG00000294879, ENSG00000253231, ENSG00000294925, ENSG00000254377, ENSG00000207816","IFITM8P, RN7SKP135, LINC01414, LINC01289, COX6CP8, MIR124-2HG, MIR124-2"
"738","loop_799","1",200027614,200177420,1,"ENSG00000116833, ENSG00000229220, ENSG00000233827, ENSG00000203721, ENSG00000273093, ENSG00000213045, ENSG00000230623, ENSG00000162702, ENSG00000282849","NR5A2,  CCNQP1, LINC00862, ZNF281"
"739","loop_8","10",70815905,70958701,1,"ENSG00000166224, ENSG00000259267, ENSG00000285300, ENSG00000289739, ENSG00000306492, ENSG00000107731, ENSG00000237512, ENSG00000307435","SGPL1, LINC02622,  UNC5B, UNC5B-AS1"
"740","loop_80","15",88459501,88546585,-1,"ENSG00000173867, ENSG00000181991, ENSG00000279945, ENSG00000140543, ENSG00000305611, ENSG00000249487, ENSG00000259569, ENSG00000305643, ENSG00000221630, ENSG00000207703, ENSG00000283484","MRPS11, DET1, LINC01586, MIR1179, MIR7-2, MIR3529"
"741","loop_800","13",31846713,32299125,1,"ENSG00000073910, ENSG00000229715, ENSG00000279314, ENSG00000289617, ENSG00000278732, ENSG00000237637, ENSG00000302448, ENSG00000189167","FRY, EEF1DP3,  FRY-AS1, ZAR1L"
"742","loop_801","12",990509,1495933,1,"ENSG00000082805, ENSG00000275811, ENSG00000249028, ENSG00000267285, ENSG00000249628, ENSG00000111186, ENSG00000171823","ERC1, HTR1DP1,  LINC00942, WNT5B, FBXL14"
"743","loop_802","6",44716845,44728127,-1,"ENSG00000305504, ENSG00000286417, ENSG00000196284, ENSG00000270900, ENSG00000276156, ENSG00000277769, ENSG00000219384, ENSG00000207769, ENSG00000124813, ENSG00000309252","SUPT3H, NUDT19P4, RBM22P4, MIR586, RUNX2"
"744","loop_804","2",57048350,57049336,-1,"ENSG00000271115, ENSG00000285755, ENSG00000270569","EIF2S2P7"
"745","loop_805","1",53471448,53475396,1,"ENSG00000297533, ENSG00000293716, ENSG00000174332, ENSG00000306552, ENSG00000239007","GLIS1, RNU7-95P"
"746","loop_806","1",178725165,178921842,1,"ENSG00000116191, ENSG00000116194, ENSG00000304782","RALGPS2, ANGPTL1"
"747","loop_807","1",214870734,214871716,1,"ENSG00000185221, ENSG00000223869, ENSG00000287008, ENSG00000301918, ENSG00000082482, ENSG00000282265, ENSG00000232809, ENSG00000304795, ENSG00000304814","GAPDHP24,  KCNK2, VDAC1P10"
"748","loop_809","13",95578202,95644706,-1,"ENSG00000134874, ENSG00000247400, ENSG00000102580, ENSG00000229622, ENSG00000227714, ENSG00000232373, ENSG00000276809, ENSG00000102595, ENSG00000226977","DZIP1, DNAJC3-DT, DNAJC3, MTND5P2, MTND6P18, MTCYBP3,  UGGT2, HMGN1P24"
"749","loop_81","15",89040995,89082835,1,"ENSG00000260123, ENSG00000261407, ENSG00000140526, ENSG00000239151, ENSG00000300972, ENSG00000259699","CARMAL,  ABHD2, RNU7-195P, HMGB1P8"
"750","loop_810","11",111352255,111455630,-1,"ENSG00000110777, ENSG00000255093, ENSG00000293540, ENSG00000293462, ENSG00000137707, ENSG00000286028, ENSG00000207811, ENSG00000207562, ENSG00000254980, ENSG00000183644, ENSG00000204381, ENSG00000309590, ENSG00000170145, ENSG00000235286, ENSG00000223324, ENSG00000137713, ENSG00000307046, ENSG00000254990","POU2AF1,  BTG4, MIR34BHG, MIR34B, MIR34C, HOATZ, LAYN, SIK2, RN7SKP273, PPP2R1B"
"751","loop_811","11",113904796,113949079,1,"ENSG00000149305, ENSG00000300886, ENSG00000166736, ENSG00000300237, ENSG00000300211, ENSG00000289230, ENSG00000109906, ENSG00000286463, ENSG00000302875, ENSG00000256947, ENSG00000302894, ENSG00000166741","HTR3B,  HTR3A, ZBTB16, NNMT"
"752","loop_813","9",121519722,121585029,-1,"ENSG00000293886, ENSG00000136848, ENSG00000229854, ENSG00000293923, ENSG00000296031, ENSG00000175764, ENSG00000298078","DAB2IP, TTLL11"
"753","loop_814","5",55307989,55425579,1,"ENSG00000039123, ENSG00000067113, ENSG00000279883, ENSG00000265135, ENSG00000250853, ENSG00000298357, ENSG00000298346, ENSG00000249410, ENSG00000297706, ENSG00000177058","MTREX, PLPP1,  MIR5687, RNF138P1, AK4P2, SLC38A9"
"754","loop_815","3",16586792,16670306,-1,"ENSG00000092345, ENSG00000229271, ENSG00000224039, ENSG00000303350, ENSG00000154822, ENSG00000299166, ENSG00000283885, ENSG00000226441, ENSG00000305017, ENSG00000294551, ENSG00000285731, ENSG00000131374","DAZL,  CDYLP1, PLCL2, MIR3714, PLCL2-AS1, TBC1D5"
"755","loop_816","3",50611520,50649291,1,"ENSG00000114738, ENSG00000289504, ENSG00000273356, ENSG00000088538, ENSG00000272543, ENSG00000228337, ENSG00000213587, ENSG00000235278, ENSG00000240959","MAPKAPK3,  LINC02019, DOCK3, MIR4787, PPIAP69, ZNF652P1, ST13P14"
"756","loop_817","3",194672608,194682399,1,"ENSG00000294298, ENSG00000185112, ENSG00000287073, ENSG00000237222, ENSG00000309489, ENSG00000234805, ENSG00000230401, ENSG00000238031, ENSG00000308981, ENSG00000308997, ENSG00000295524, ENSG00000298564, ENSG00000299954, ENSG00000299931, ENSG00000299994, ENSG00000299976, ENSG00000297176, ENSG00000295446, ENSG00000173950, ENSG00000233303","FAM43A, LINC01968, FAM151AP1, LINC01972, XXYLT1, XXYLT1-AS1"
"757","loop_818","1",168575886,168641277,-1,"ENSG00000307090, ENSG00000307075, ENSG00000307126, ENSG00000143196, ENSG00000203601, ENSG00000293597, ENSG00000225826, ENSG00000304216, ENSG00000229612, ENSG00000287831, ENSG00000304468, ENSG00000213063, ENSG00000287282, ENSG00000252987, ENSG00000294849, ENSG00000237707, ENSG00000143153, ENSG00000289466, ENSG00000143156, ENSG00000235575","DPT, LINC00970, LINC00626, SUMO1P2, RPL29P7, RNA5SP66, ATP1B1, NME7"
"758","loop_820","21",34787801,36004667,-1,"ENSG00000159216, ENSG00000234703, ENSG00000309377","RUNX1"
"759","loop_821","19",1107637,1174268,-1,"ENSG00000064932, ENSG00000290166, ENSG00000306100, ENSG00000118046, ENSG00000267736","SBNO2,  STK11, HMGB2P1"
"760","loop_822","14",46565394,46581855,-1,"ENSG00000305984, ENSG00000306004, ENSG00000304903, ENSG00000165496, ENSG00000139915, ENSG00000295956, ENSG00000251735, ENSG00000258392","RPL10L, MDGA2, RPA2P1"
"761","loop_823","12",108037781,108046264,-1,"ENSG00000302551, ENSG00000300413, ENSG00000075035, ENSG00000307044, ENSG00000307915, ENSG00000257281, ENSG00000174600, ENSG00000310310, ENSG00000247213, ENSG00000301632","WSCD2, CMKLR1, LINC01498"
"762","loop_824","12",117208142,117452170,-1,"ENSG00000089250, ENSG00000255686, ENSG00000171435, ENSG00000302110","NOS1,  KSR2"
"763","loop_825","9",5123880,5185647,-1,"ENSG00000120210, ENSG00000237553, ENSG00000120211, ENSG00000107014, ENSG00000304317, ENSG00000304293, ENSG00000214195, ENSG00000107018, ENSG00000272866, ENSG00000231967, ENSG00000107020, ENSG00000214190, ENSG00000296444, ENSG00000120217, ENSG00000286162, ENSG00000309015, ENSG00000197646, ENSG00000231509","INSL6,  INSL4, RLN2, HMGN2P31, RLN1, PLGRKT, RNF152P1, CD274, PDCD1LG2"
"764","loop_826","6",72414076,72464669,1,"ENSG00000295177, ENSG00000295155, ENSG00000217483",""
"765","loop_827","3",65353525,66038918,-1,"ENSG00000151276, ENSG00000294720, ENSG00000305867","MAGI1"
"766","loop_828","3",168249507,168891600,1,"ENSG00000293389, ENSG00000206120, ENSG00000309550, ENSG00000207717, ENSG00000308269, ENSG00000226765","EGFEM1P, MIR551B, RPSAP33"
"767","loop_829","3",176415439,176867838,-1,"ENSG00000223715, ENSG00000302303, ENSG00000283333, ENSG00000303447, ENSG00000252302, ENSG00000228308, ENSG00000304906, ENSG00000310079","LINC01208,  MIR7977, RNA5SP147, LINC01209"
"768","loop_830","2",84516455,84819589,1,"ENSG00000115423, ENSG00000259056, ENSG00000235847, ENSG00000186854, ENSG00000276362, ENSG00000213400","DNAH6, DUXAP1, LDHAP7, TRABD2A,  RPL12P18"
"769","loop_832","1",9909408,9949974,1,"ENSG00000228150, ENSG00000173614, ENSG00000283611, ENSG00000265521, ENSG00000241326, ENSG00000162444, ENSG00000130939, ENSG00000224340, ENSG00000233623","NMNAT1, TMEM274P, MIR5697, RBP7, UBE4B, RPL21P21, PGAM1P11"
"770","loop_834","1",150600851,150629612,-1,"ENSG00000143420, ENSG00000288880, ENSG00000294655, ENSG00000299456, ENSG00000143457, ENSG00000143452, ENSG00000206931, ENSG00000301023, ENSG00000163131, ENSG00000236713, ENSG00000143387, ENSG00000224690, ENSG00000143437, ENSG00000200175","ENSA,  GOLPH3L, HORMAD1, RNU6-1042P, CTSS, CTSK, UBE2D3P3, ARNT, RNU6-1309P"
"771","loop_836","13",46797870,46831634,1,"ENSG00000302073, ENSG00000102468, ENSG00000224517, ENSG00000301465, ENSG00000297874, ENSG00000297897, ENSG00000234590, ENSG00000309411, ENSG00000244521, ENSG00000301084, ENSG00000299661, ENSG00000136143, ENSG00000234145, ENSG00000302109, ENSG00000229423","HTR2A, HTR2A-AS1, GNG5P5, RN7SL700P, SUCLA2, NAP1L4P3, RPL27AP8"
"772","loop_837","7",142871208,142885745,-1,"ENSG00000165125, ENSG00000224970, ENSG00000286569, ENSG00000127412, ENSG00000165131, ENSG00000197993, ENSG00000179468, ENSG00000239293, ENSG00000225781, ENSG00000290761, ENSG00000179420, ENSG00000159763, ENSG00000236398, ENSG00000304850","TRPV6,  TRPV5, LLCFC1, KEL, OR9A2, OR9P1P, OR6V1, OR6W1P, PIP, TAS2R39"
"773","loop_838","5",80654652,80876815,1,"ENSG00000113318, ENSG00000248967, ENSG00000244630, ENSG00000251450, ENSG00000113319, ENSG00000251001, ENSG00000249772","MSH3,  RASGRF2-AS1, RASGRF2"
"774","loop_84","15",94168349,94168751,1,"ENSG00000258570, ENSG00000140563, ENSG00000258632, ENSG00000287328","H3P40, MCTP2"
"775","loop_840","14",29576479,30191898,-1,"ENSG00000184304, ENSG00000257120, ENSG00000252686, ENSG00000287142, ENSG00000257904, ENSG00000248975, ENSG00000240201","PRKD1,  RNU6-1234P"
"776","loop_842","3",24687887,25597932,1,"ENSG00000077092, ENSG00000244404, ENSG00000201713, ENSG00000307185, ENSG00000213877, ENSG00000201962, ENSG00000304500, ENSG00000229421, ENSG00000272166","RARB, RN7SL216P, RNA5SP125,  CFL1P7, RNA5SP126, RARB-AS1, H3P10"
"777","loop_843","3",185959734,186012561,1,"ENSG00000290862, ENSG00000171658, ENSG00000244405, ENSG00000277118, ENSG00000234197, ENSG00000058866, ENSG00000305961, ENSG00000234548, ENSG00000224406, ENSG00000226859, ENSG00000297085, ENSG00000294974, ENSG00000213139","NMRAL2P, ETV5, ETV5-AS1, DGKG, LINC02020, LINC02052, LINC02051, CRYGS"
"778","loop_844","X",150818753,150819246,1,"ENSG00000228728, ENSG00000222796, ENSG00000029993, ENSG00000230508, ENSG00000102181, ENSG00000270916, ENSG00000212595, ENSG00000230153, ENSG00000302383","PPIAP91, RNU6-383P, HMGB3, RPL19P21, CD99L2, RPL12P50, RNA5SP525, LINC02927"
"779","loop_846","17",20008865,20319026,1,"ENSG00000128487, ENSG00000212186, ENSG00000263494, ENSG00000252971, ENSG00000293363, ENSG00000154898","SPECC1, RNU6-258P,  RNU6-1057P, CCDC144CP"
"780","loop_847","16",12901598,13240416,1,"ENSG00000237515, ENSG00000262116, ENSG00000262801, ENSG00000262011","SHISA9"
"781","loop_848","6",5065795,5066982,-1,"ENSG00000220685, ENSG00000288548, ENSG00000219607, ENSG00000214113, ENSG00000265083, ENSG00000299871, ENSG00000145982, ENSG00000220446","TFB2MP1,  PPP1R3G, LYRM4, MIR3691, FARS2"
"782","loop_849","6",143536845,143831185,1,"ENSG00000112419, ENSG00000303354, ENSG00000257065, ENSG00000135521, ENSG00000280148, ENSG00000270890, ENSG00000118491, ENSG00000118495, ENSG00000283122, ENSG00000276680","PHACTR2,  LTV1, ZC2HC1B, PLAGL1, HYMAI"
"783","loop_85","16",2009926,2020755,1,"ENSG00000183971, ENSG00000065054, ENSG00000303758, ENSG00000065057, ENSG00000103197, ENSG00000008710, ENSG00000221656, ENSG00000259933, ENSG00000261123, ENSG00000284008, ENSG00000261240, ENSG00000260447, ENSG00000200059, ENSG00000265867, ENSG00000264397, ENSG00000167964","NPW, NHERF2,  NTHL1, TSC2, PKD1, MIR1225, PKD1-AS1, MIR6511B1, MIR4516, MIR3180-5, RAB26"
"784","loop_850","5",41730065,41870425,-1,"ENSG00000083720, ENSG00000248668, ENSG00000240281, ENSG00000205765, ENSG00000151876, ENSG00000239694, ENSG00000199487, ENSG00000249266","OXCT1, OXCT1-AS1,  RIMOC1, FBXO4, RPSAP38, MTHFD2P6"
"785","loop_851","4",81426393,82044244,-1,"ENSG00000138670, ENSG00000248282, ENSG00000248448, ENSG00000252762, ENSG00000248543, ENSG00000250826, ENSG00000202485","RASGEF1B, MTCYBP44, COX5BP1,  NPM1P41, HNRNPA3P13, RNU6-499P"
"786","loop_854","3",176415439,176867838,-1,"ENSG00000223715, ENSG00000302303, ENSG00000283333, ENSG00000303447, ENSG00000252302, ENSG00000228308","LINC01208,  MIR7977, RNA5SP147, LINC01209"
"787","loop_855","X",130497785,130520309,1,"ENSG00000287160, ENSG00000271677, ENSG00000238188, ENSG00000134597, ENSG00000274775, ENSG00000221930, ENSG00000293183, ENSG00000165675, ENSG00000290740, ENSG00000297845","SPRING1P2, RBMX2, FSIP2LP, DENND10P1, ENOX2"
"788","loop_856","16",49365422,49454115,-1,"ENSG00000262950, ENSG00000263110, ENSG00000261623, ENSG00000102935, ENSG00000260089, ENSG00000293942, ENSG00000294253, ENSG00000260024, ENSG00000280131, ENSG00000259978, ENSG00000300023, ENSG00000275155, ENSG00000300045, ENSG00000279842, ENSG00000261751","LINC02179, ZNF423, ADAM3B, MRPS21P7, MRPS21P8"
"789","loop_857","14",75902136,76084585,1,"ENSG00000119650, ENSG00000283629, ENSG00000089916, ENSG00000258402, ENSG00000258454, ENSG00000280078, ENSG00000119715, ENSG00000259124, ENSG00000302108, ENSG00000307477, ENSG00000271423, ENSG00000242952","IFT43,  GPATCH2L, ESRRB, CYCSP1, RPSAP3"
"790","loop_858","11",42939775,42939998,1,"ENSG00000254914, ENSG00000271028, ENSG00000254725, ENSG00000293312, ENSG00000251557","HNRNPKP3"
"791","loop_859","11",83455012,85628335,-1,"ENSG00000150672, ENSG00000300784, ENSG00000240174","DLG2"
"792","loop_860","9",115324932,115844651,-1,"ENSG00000228714, ENSG00000308236, ENSG00000274755, ENSG00000308189, ENSG00000204148, ENSG00000228707, ENSG00000308256, ENSG00000299212, ENSG00000298241, ENSG00000182752, ENSG00000298257, ENSG00000226604, ENSG00000244757, ENSG00000256040, ENSG00000148219, ENSG00000229105, ENSG00000230894","LINC00474, PAPPA, PAPPA-AS2, PAPPA-AS1, ASTN2, ASTN2-AS1"
"793","loop_861","6",34219370,34219703,1,"ENSG00000307009, ENSG00000214810, ENSG00000288879, ENSG00000137309, ENSG00000276404, ENSG00000295821, ENSG00000186577, ENSG00000225339, ENSG00000220583, ENSG00000272325, ENSG00000270800, ENSG00000295974","CYCSP55, HMGA1, MIR6835, SMIM29, RPL35P2, NUDT3, RPS10-NUDT3"
"794","loop_863","3",170410512,170418615,1,"ENSG00000242578, ENSG00000013297, ENSG00000285218, ENSG00000283474, ENSG00000285051, ENSG00000013293, ENSG00000241416, ENSG00000213174, ENSG00000244738","CLDN11, MIR6828, SLC7A14-AS1, SLC7A14, KRT8P13, RPL28P1"
"795","loop_864","1",10472288,10630758,1,"ENSG00000142655, ENSG00000307253, ENSG00000287727, ENSG00000243267, ENSG00000130940, ENSG00000272078, ENSG00000298629, ENSG00000308013, ENSG00000307983","PEX14,  RN7SL614P, CASZ1"
"796","loop_865","1",198739203,198937683,-1,"ENSG00000229989, ENSG00000304943, ENSG00000304925, ENSG00000207975, ENSG00000207759, ENSG00000227747, ENSG00000225172, ENSG00000233410, ENSG00000235492, ENSG00000286541, ENSG00000231718","MIR181A1HG,  MIR181B1, MIR181A1, LINC01222, LINC01221, LINC02789"
"797","loop_866","14",24695136,24748284,1,"ENSG00000300967, ENSG00000168952, ENSG00000288100, ENSG00000287481, ENSG00000296585, ENSG00000302997, ENSG00000303035, ENSG00000258098, ENSG00000303055, ENSG00000295224, ENSG00000309034, ENSG00000257179, ENSG00000309760, ENSG00000258275, ENSG00000303019","STXBP6, LINC02286, HMGN2P6, OR7K1P"
"798","loop_867","10",23694746,24547848,1,"ENSG00000120549, ENSG00000223928, ENSG00000277563, ENSG00000207930","KIAA1217, NUP35P1,  MIR603"
"799","loop_87","1",61742477,62178675,1,"ENSG00000132849, ENSG00000298960, ENSG00000234204, ENSG00000234088, ENSG00000240563, ENSG00000237227, ENSG00000200174, ENSG00000132854, ENSG00000201153","PATJ,  PIGPP2, RPS15AP7, L1TD1, KANK4, RNU6-371P"
"800","loop_870","4",85230464,85246522,-1,"ENSG00000298951, ENSG00000248725, ENSG00000305736, ENSG00000138639, ENSG00000305750, ENSG00000266421","ARHGAP24, MIR4451"
"801","loop_871","3",106630469,107240671,-1,"ENSG00000242759, ENSG00000305673, ENSG00000288557, ENSG00000200361, ENSG00000239997, ENSG00000241787, ENSG00000239632, ENSG00000242214, ENSG00000242836, ENSG00000249580, ENSG00000243658, ENSG00000240034, ENSG00000250630, ENSG00000239586, ENSG00000240796, ENSG00000252626, ENSG00000286956","LINC00882,  FCF1P3, MTND4P16, MTND4LP3, MTND3P6, MTCO3P35, MTATP6P22, MTND5P16, MTND6P6, MTCO1P35, MTND1P16, MTND2P14, RNU6-1308P"
"802","loop_872","18",5882072,5895955,-1,"ENSG00000206432, ENSG00000264449, ENSG00000266846, ENSG00000154655, ENSG00000265487, ENSG00000200637, ENSG00000299772, ENSG00000264707, ENSG00000298574, ENSG00000298557, ENSG00000283532, ENSG00000279885, ENSG00000265944, ENSG00000199272, ENSG00000235552, ENSG00000293300, ENSG00000266065, ENSG00000243591, ENSG00000261627, ENSG00000303265, ENSG00000279479, ENSG00000266441, ENSG00000088756, ENSG00000287834, ENSG00000263797","TMEM200C,  L3MBTL4, RNU5F-3P, L3MBTL4-AS1, MIR4317, LINC01387, RNU6-349P, RPL6P27, RN7SL282P, ARHGAP28-AS1, ARHGAP28"
"803","loop_873","18",74211386,74241099,-1,"ENSG00000260569, ENSG00000300938, ENSG00000243856, ENSG00000300961, ENSG00000166347, ENSG00000286529, ENSG00000206043, ENSG00000235297, ENSG00000259779, ENSG00000307872, ENSG00000187773, ENSG00000294391, ENSG00000287689, ENSG00000300528","RN7SL551P, CYB5A, C18orf63, FAUP1, LINC01922, DIPK1C"
"804","loop_874","14",31939906,31945146,-1,"ENSG00000296075, ENSG00000258474, ENSG00000296057, ENSG00000296087, ENSG00000290393, ENSG00000275002, ENSG00000258655, ENSG00000100852, ENSG00000285608, ENSG00000286527, ENSG00000201654, ENSG00000202337, ENSG00000258619","LINC02313, ZFAND2AP2, ARHGAP5-AS1, ARHGAP5, RNU6-7, RNU6-8"
"805","loop_876","11",125624848,125625918,-1,"ENSG00000288907, ENSG00000149554, ENSG00000252255, ENSG00000134940, ENSG00000297941, ENSG00000171053, ENSG00000196844, ENSG00000236027, ENSG00000297960, ENSG00000237353","CHEK1, RNU2-35P, ACRV1, PATE1, PATE2, PATE3, PATE4"
"806","loop_88","16",55728115,55750111,1,"ENSG00000260765, ENSG00000303450, ENSG00000291109, ENSG00000228695, ENSG00000198848, ENSG00000294007","CES1P2,  CES1P1, CES1"
"807","loop_880","5",87661882,87879447,1,"ENSG00000249362, ENSG00000287862, ENSG00000306169, ENSG00000306150, ENSG00000289462, ENSG00000164180, ENSG00000247828, ENSG00000207129, ENSG00000240083, ENSG00000206958, ENSG00000250306, ENSG00000245526, ENSG00000302817, ENSG00000250705, ENSG00000302771, ENSG00000284447, ENSG00000245864, ENSG00000302841","LINC02488,  TMEM161B, TMEM161B-DT, RNA5SP187, RPS3AP22, MIR9-2HG, H3P23, MIR9-2, MEF2C-AS2"
"808","loop_881","5",150166778,150184558,1,"ENSG00000113722, ENSG00000011083, ENSG00000070808, ENSG00000183876, ENSG00000070814, ENSG00000019582, ENSG00000286331","CDX1, SLC6A7, CAMK2A, ARSI, TCOF1, CD74"
"809","loop_884","20",40244394,40271570,-1,"ENSG00000305005, ENSG00000305022, ENSG00000307878, ENSG00000305157, ENSG00000306373, ENSG00000294373, ENSG00000296472, ENSG00000204103","MAFB"
"810","loop_887","11",112393090,112768695,1,"ENSG00000254968, ENSG00000299473, ENSG00000212397, ENSG00000287006, ENSG00000309945, ENSG00000254626, ENSG00000288070, ENSG00000306437, ENSG00000247416, ENSG00000149294, ENSG00000238998, ENSG00000309928","LINC02763,  NCAM1, RNU7-187P"
"811","loop_889","7",150760804,150782279,-1,"ENSG00000289470, ENSG00000106565, ENSG00000002933, ENSG00000002726, ENSG00000289052, ENSG00000055118, ENSG00000306061","TMEM176B, TMEM176A, AOC1, KCNH2"
"812","loop_89","16",57321352,57322117,1,"ENSG00000260965, ENSG00000271456, ENSG00000102962, ENSG00000006210, ENSG00000102970, ENSG00000299579","RPL23AP91,  CCL22, CX3CL1, CCL17"
"813","loop_892","3",38496127,38542161,1,"ENSG00000157036, ENSG00000232439, ENSG00000183873, ENSG00000185313, ENSG00000301772, ENSG00000231243, ENSG00000293885, ENSG00000168356","EXOG, RPL18AP7, SCN5A, SCN10A,  SCN11A"
"814","loop_893","3",39808914,40260321,1,"ENSG00000170011, ENSG00000201570, ENSG00000280739","MYRIP, RNU4-56P, EIF1B-AS1, ENTPD3-AS1"
"815","loop_894","2",119408321,119413428,1,"ENSG00000303406, ENSG00000171227, ENSG00000080293, ENSG00000231013, ENSG00000163075","TMEM37, SCTR, SCTR-AS1, CFAP221"
"816","loop_895","1",116739981,116742609,-1,"ENSG00000223489, ENSG00000116824, ENSG00000294675, ENSG00000225079, ENSG00000302765, ENSG00000272715, ENSG00000134247, ENSG00000252510, ENSG00000298645, ENSG00000134256, ENSG00000236137, ENSG00000295201","NEFHP1, CD2,  FTH1P22, PTGFRN, RNA5SP55, CD101, CD101-AS1"
"817","loop_896","1",178094104,178484147,1,"ENSG00000075391, ENSG00000298196, ENSG00000213058, ENSG00000188585, ENSG00000264809","RASAL2,  CLEC20A"
"818","loop_897","22",31676256,31750140,-1,"ENSG00000183530, ENSG00000100150, ENSG00000285404, ENSG00000242251, ENSG00000236132, ENSG00000252909, ENSG00000227813, ENSG00000298701, ENSG00000128254, ENSG00000306617, ENSG00000128245","PRR14L, DEPDC5,  RN7SL20P, RPL17P52, RNU6-201P, YWHAH-AS1, YWHAH"
"819","loop_898","19",46297042,46343433,1,"ENSG00000124440, ENSG00000199796, ENSG00000269124, ENSG00000011485, ENSG00000269151, ENSG00000305038, ENSG00000169515, ENSG00000307653, ENSG00000277531, ENSG00000182013, ENSG00000291145, ENSG00000204851, ENSG00000204850","HIF3A, RNU6-924P,  PPP5C, CCDC8, PNMA8C, PNMA8A, PNMA8B"
